user,completed,rating,status,pattern_id,average_rating,rating_count,attributes,categories
fuzzyorb,4,4,4,4,4,3,4,4
gailsaxton,18,18,18,18,18,16,18,18
galaneia,109,122,122,122,122,102,122,122
gardengirl611,31,39,39,39,39,37,39,39
garlandgurl19,8,9,9,9,9,9,9,9
garninden,38,50,50,50,50,48,50,50
garntulla,0,12,12,12,12,12,12,12
gauge123,1,2,2,2,2,2,2,2
gdracea68,1,1,1,1,1,1,1,1
gearedtomake,22,50,50,50,50,49,50,50
gemmafc,1,1,1,1,1,1,1,1
geogirl999,0,1,0,1,1,1,1,1
geraldinebigot,4,4,4,4,4,4,4,4
ghijsmom,117,125,125,125,125,120,125,125
giasandor,5,6,6,6,6,6,6,6
giax,4,4,4,4,4,4,4,4
giggles228,3,13,13,13,13,13,13,13
gilaschmid,0,1,1,1,1,1,1,1
gilliklan,26,28,28,28,28,28,28,28
gillrprice,0,1,1,1,1,1,1,1
ginabelle,2,3,3,3,3,3,3,3
ginandtonic,55,60,60,60,60,57,60,60
gingerkeira,2,2,2,2,2,2,2,2
gingerknitting,171,172,172,172,172,171,172,172
ginnyree,7,8,8,8,8,8,8,8
ginypg,1,3,3,3,3,3,3,3
girlmeetsyarnblog,4,4,4,4,4,3,4,4
girlpepperoni,1,1,1,1,1,1,1,1
giselle727,0,1,1,1,1,1,1,1
gitwerg,71,80,80,80,80,75,80,80
givbludplayhocky,14,18,18,18,18,18,18,18
gizmoc80,3,4,4,4,4,4,4,4
gjwinn,99,102,102,102,102,100,102,102
glamourie,0,1,1,1,1,1,1,1
glassgirl,2,2,2,2,2,2,2,2
glitter-flitter,31,33,33,33,33,30,33,33
gmagni,8,35,35,35,35,26,35,35
gmma,171,176,176,176,176,174,176,176
godroxx,3,3,3,3,3,3,3,3
goldylox83,9,9,9,9,9,9,9,9
goneknitsup,23,31,30,31,31,29,31,31
goodnightmoon,3,3,3,3,3,3,3,3
gosikatten,3,4,4,4,4,4,4,4
graceandbeauty,1,2,2,2,2,2,2,2
gramsdakota97,11,13,13,13,13,13,13,13
grandmaDel,0,1,1,1,1,0,1,1
grandmanon,1,1,1,1,1,1,1,1
grandmawithstring,1,1,1,1,1,1,1,1
grannyanmedesigns,0,3,3,3,3,3,3,3
graphicjgray,0,1,1,1,1,1,1,1
greasegirl,4,5,5,5,5,5,5,5
greenbamboo,12,23,23,23,23,23,23,23
greendebina,0,3,3,3,3,3,3,3
greenenvycraft,16,18,18,18,18,18,18,18
greenshark,1,2,2,2,2,2,2,2
greensubmarine,0,3,3,3,3,3,3,3
grephaniesmith,2,4,4,4,4,3,4,4
gretchenhau,2,2,2,2,2,2,2,2
greylisa,5,9,9,9,9,9,9,9
greyseal,14,14,14,14,14,14,14,14
griffinpark,28,41,40,41,41,39,41,41
gritgrit,17,24,24,24,24,24,24,24
grndlknits,5,5,5,5,5,5,5,5
grooblier,5,5,5,5,5,5,5,5
grossova,1,1,1,1,1,1,1,1
grrly,10,17,17,17,17,17,17,17
gubbelchen,75,75,75,75,75,75,75,75
guhlenko,3,3,3,3,3,3,3,3
gummaknitter,1,1,1,1,1,1,1,1
gummywormbelly,34,45,45,45,45,45,45,45
gurlpurl,19,30,30,30,30,30,30,30
gvbrown,4,5,5,5,5,5,5,5
gyllenblomma,8,42,42,42,42,35,42,42
gypsyhigh,6,11,11,11,11,11,11,11
hag70,7,9,9,9,9,9,9,9
hal-t,19,23,23,23,23,23,23,23
haliho2007,6,6,6,6,6,6,6,6
halkiu09,93,95,95,95,95,94,95,95
halldoraosk,6,9,9,9,9,8,9,9
handedness,9,11,11,11,11,11,11,11
handmadebybekah,187,246,245,246,246,242,246,246
hanitan,3,3,3,3,3,3,3,3
hansimeier,4,4,4,4,4,3,4,4
happycreative,28,31,31,31,31,31,31,31
happygoldfish,2,2,2,2,2,2,2,2
happylittlemom,0,2,2,2,2,2,2,2
happyrunr,3,3,3,3,3,3,3,3
harleyphleb,113,153,152,153,153,145,153,153
harrowinggrace,45,45,45,45,45,45,45,45
harrumeowmeow,3,3,3,3,3,3,3,3
hazelmoon,13,15,15,15,15,15,15,15
hbolton58,1,4,4,4,4,4,4,4
hdhudson,1,2,2,2,2,2,2,2
headdesigner,14,14,14,14,14,14,14,14
heathergirl63,9,11,11,11,11,11,11,11
heathnk,13,17,16,17,17,15,17,17
hebs,121,167,166,167,167,162,167,167
heideeva,0,2,2,2,2,2,2,2
heidrunerla,0,1,1,1,1,1,1,1
helenajanescott,1,1,1,1,1,1,1,1
heleneveil,0,3,3,3,3,3,3,3
helenhelweb,0,1,1,1,1,1,1,1
helensussex,20,22,22,22,22,20,22,22
hellojodi,4,5,5,5,5,5,5,5
hellostellafibres,9,11,11,11,11,11,11,11
helrew,2,2,2,2,2,2,2,2
helulela,118,124,124,124,124,120,124,124
henkeig,34,37,37,37,37,30,37,37
hensrgr8,1,2,2,2,2,2,2,2
henwe,4,5,5,5,5,4,5,5
hermes,236,243,243,243,243,227,243,243
herperfume,119,127,127,127,127,121,127,127
hert,216,277,277,277,277,205,277,277
herwildwildeyes,15,17,17,17,17,17,17,17
heturk,12,13,13,13,13,11,13,13
heurekag,7,12,12,12,12,11,12,12
hevalou,23,24,24,24,24,24,24,24
hhegge3010,4,4,4,4,4,2,4,4
hightest,189,193,193,193,193,182,193,193
hillsboro19,51,56,56,56,56,55,56,56
hippiechk,0,1,1,1,1,1,1,1
hippiefemme,71,72,72,72,72,62,72,72
hipsuhoo,0,1,1,1,1,1,1,1
hirahiraskirt,2,6,6,6,6,6,6,6
hiyaMeganCrane,39,42,42,42,42,42,42,42
hjennap,19,23,23,23,23,23,23,23
hknitsjumpers,1,1,1,1,1,1,1,1
hls99cat,1,1,1,1,1,1,1,1
hmacattack,1,7,7,7,7,7,7,7
hmacleod2007,1,2,2,2,2,2,2,2
hollyjg,7,17,17,17,17,17,17,17
hollywood-12,0,1,0,1,1,1,1,1
honeycombknit,12,12,12,12,12,12,12,12
honeyknits,0,1,1,1,1,0,1,1
honeywasp,0,1,1,1,1,1,1,1
hpalastro,4,4,4,4,4,3,4,4
hppycdr,1,1,1,1,1,1,1,1
hpsmum,62,63,63,63,63,62,63,63
hraesvelg,1,5,5,5,5,5,5,5
hsoom,2,2,2,2,2,2,2,2
humama,16,18,18,18,18,18,18,18
hwell97504,3,3,3,3,3,3,3,3
hyposomnileptic,13,14,14,14,14,14,14,14
iamdeabee,3,10,10,10,10,10,10,10
icaros,1,1,1,1,1,1,1,1
ichska,0,1,0,1,1,1,1,1
ignutzz,0,1,1,1,1,1,1,1
iheartnerds,24,24,24,24,24,24,24,24
iheartukes,30,45,45,45,45,45,45,45
il21,73,102,102,102,102,99,102,102
ilah,7,14,14,14,14,14,14,14
ilaurelai,0,1,1,1,1,1,1,1
ilce,22,49,49,49,49,47,49,49
ilknur,165,180,180,180,180,168,180,180
ilo,14,18,18,18,18,17,18,18
imJessthemess,7,8,8,8,8,7,8,8
imagina,6,6,6,6,6,6,6,6
indigodove,0,2,2,2,2,2,2,2
ingasteinajoh,19,23,23,23,23,21,23,23
ingeborgs,1,2,2,2,2,2,2,2
inglynch,49,51,51,51,51,51,51,51
ingread,22,24,24,24,24,24,24,24
ingunnha,1,1,1,1,1,1,1,1
inhomecare,3,5,5,5,5,5,5,5
inhyung,11,13,13,13,13,13,13,13
inittoknit,0,1,1,1,1,1,1,1
instantpuddin,1,1,1,1,1,1,1,1
insteadofblue,2,2,2,2,2,2,2,2
inthedark,26,52,52,52,52,52,52,52
intherainandsnow,8,17,17,17,17,17,17,17
inthese2hands,34,40,40,40,40,38,40,40
ionastock,1,1,1,1,1,1,1,1
iramsb,1,1,1,1,1,1,1,1
irishenka2014,1,2,2,2,2,2,2,2
irmi-M,31,46,46,46,46,38,46,46
irozelardo,1,1,1,1,1,1,1,1
iseethestrals,2,2,2,2,2,2,2,2
islandbirdknits,87,88,88,88,88,88,88,88
isobaricohio,9,15,15,15,15,15,15,15
isvara,0,1,1,1,1,1,1,1
ithija,181,209,209,209,209,196,209,209
ithinkiKan,42,53,52,53,53,49,53,53
ivegotknits2,0,1,1,1,1,1,1,1
ivjones18,0,2,2,2,2,2,2,2
ivyrash,6,12,12,12,12,12,12,12
izzybits,80,101,101,101,101,99,101,101
j1ha,4,5,5,5,5,5,5,5
jacdhowe,5,5,5,5,5,5,5,5
jacki029,1,3,3,3,3,3,3,3
jacksclark,2,2,2,2,2,2,2,2
jacyg,6,23,18,23,23,22,23,23
jaecki,6,7,7,7,7,7,7,7
jahorwitz,1,1,1,1,1,1,1,1
jaimeck,60,61,61,61,61,61,61,61
jameswife2003,11,13,13,13,13,13,13,13
jamiedgordon,1,1,1,1,1,1,1,1
jamiejamknits,0,2,2,2,2,2,2,2
janapipa,7,7,7,7,7,7,7,7
janasfavthings,0,1,1,1,1,1,1,1
janda082803,1,1,1,1,1,1,1,1
jandy94018,43,44,44,44,44,41,44,44
janesasser,3,3,3,3,3,3,3,3
janetmae,1,2,2,2,2,2,2,2
janice3286,14,14,14,14,14,13,14,14
janiegw,17,27,27,27,27,27,27,27
janiesue48,1,1,1,1,1,1,1,1
janineb19,2,2,2,2,2,2,2,2
janknits,158,173,173,173,173,170,173,173
janm410,2,2,2,2,2,2,2,2
jannalou,0,1,1,1,1,1,1,1
janniebknits,1,1,1,1,1,1,1,1
jashmore,0,1,1,1,1,1,1,1
jaufrec,8,9,9,9,9,7,9,9
jazrocblu,1,1,1,1,1,1,1,1
jbf,28,30,30,30,30,29,30,30
jbgrimm,115,115,115,115,115,113,115,115
jcacharles,31,31,31,31,31,27,31,31
jdeck,1,1,1,1,1,1,1,1
jdenham,1,2,2,2,2,2,2,2
jdkhawk,33,36,36,36,36,35,36,36
jdosch,11,15,15,15,15,14,15,15
jeanniebean,1,2,2,2,2,2,2,2
jeanniedrop,0,1,1,1,1,1,1,1
jeeeunevans,10,10,10,10,10,10,10,10
jeffinerca,6,6,6,6,6,5,6,6
jehouse61,5,7,7,7,7,7,7,7
jelgwriter,1,2,2,2,2,2,2,2
jemse,21,22,22,22,22,22,22,22
jenburke,0,2,2,2,2,2,2,2
jenhansen,6,6,6,6,6,6,6,6
jenifer-roos,84,103,103,103,103,93,103,103
jenlyn2,46,56,56,56,56,54,56,56
jennielynnp,3,5,5,5,5,5,5,5
jenniferungs,0,1,1,1,1,1,1,1
jennirose,94,125,125,125,125,118,125,125
jenntully,32,42,42,42,42,38,42,42
jennyrose00,4,11,11,11,11,11,11,11
jenpolgar,22,26,26,26,26,26,26,26
jenwell,1,1,1,1,1,1,1,1
jenwhite,1,3,3,3,3,3,3,3
jerisaurus,0,2,2,2,2,2,2,2
jessica042406,1,1,1,1,1,1,1,1
jessiekathleen,1,1,1,1,1,1,1,1
jesskittychan,0,4,4,4,4,3,4,4
jessyruthhelen,5,9,9,9,9,9,9,9
jfaeth,1,1,1,1,1,1,1,1
jgibby,17,32,32,32,32,28,32,32
jgong,1,1,1,1,1,1,1,1
jhutch15,2,2,2,2,2,0,2,2
jhwest,1,1,1,1,1,1,1,1
jillben,30,30,30,30,30,30,30,30
jillyface,37,44,44,44,44,44,44,44
jimiy,1,1,1,1,1,1,1,1
jimted,2,6,6,6,6,6,6,6
jjaakkol,1,3,2,3,3,3,3,3
jjamiejohnson,1,1,1,1,1,1,1,1
jjdoucet,69,88,88,88,88,88,88,88
jjgr01,38,44,44,44,44,43,44,44
jjjshuck,2,2,2,2,2,2,2,2
jkline54,0,1,0,1,1,0,1,1
jknits2,1,2,2,2,2,2,2,2
jkruffner,19,23,23,23,23,18,23,23
jldonnelly,3,4,4,4,4,4,4,4
jlfigola,89,101,101,101,101,91,101,101
jlupa,31,35,35,35,35,32,35,35
jmarser,14,19,19,19,19,19,19,19
jmboutilier,108,126,126,126,126,114,126,126
jmcleish,2,2,2,2,2,1,2,2
jmmattes,1,2,2,2,2,2,2,2
jmpetty,6,6,6,6,6,4,6,6
jnjb21,0,2,2,2,2,2,2,2
jnordbeckh,3,3,3,3,3,3,3,3
jnthiggs,0,2,1,2,2,2,2,2
joaniffer,0,1,1,1,1,1,1,1
joannaminer,2,2,2,2,2,2,2,2
jobot,233,241,241,241,241,233,241,241
jocelynsuzanne,56,56,56,56,56,56,56,56
jodiisnice,0,1,1,1,1,1,1,1
jodom72,7,7,7,7,7,7,7,7
joeydann,2,2,2,2,2,2,2,2
joggerin,4,4,4,4,4,2,4,4
johe11214,8,8,8,8,8,7,8,8
johl,0,2,2,2,2,2,2,2
jonathanjed,83,83,83,83,83,83,83,83
jonsey007,2,3,3,3,3,3,3,3
joolsp,102,162,160,162,162,162,162,162
josmonkeys,2,4,4,4,4,4,4,4
jouellet101,62,71,71,71,71,69,71,71
jowellemarie,1,1,1,1,1,1,1,1
joymcmc,5,6,5,6,6,6,6,6
jqvan5,4,5,5,5,5,5,5,5
jrcbuzby,1,1,1,1,1,1,1,1
jrlva,3,14,14,14,14,13,14,14
jsATC,13,21,21,21,21,21,21,21
jsblackmer,6,8,8,8,8,8,8,8
jsipes,1,1,1,1,1,1,1,1
jstein01,30,32,32,32,32,25,32,32
jtaubman,3,3,3,3,3,3,3,3
judss,86,102,102,102,102,101,102,102
julay,1,1,1,1,1,1,1,1
julesmejules,29,31,31,31,31,31,31,31
juliaaaah,3,4,4,4,4,4,4,4
juliasalzer,66,66,66,66,66,64,66,66
julieadams,2,2,2,2,2,2,2,2
juliebug137,41,54,54,54,54,53,54,54
juliegires,7,8,8,8,8,8,8,8
julienich,44,46,46,46,46,46,46,46
julietba,2,2,2,2,2,2,2,2
juliethomason,14,15,15,15,15,15,15,15
julievic12,0,2,2,2,2,2,2,2
julrae,10,11,11,11,11,11,11,11
june73,5,5,5,5,5,5,5,5
junie4,0,2,2,2,2,1,2,2
justLuba,6,8,8,8,8,8,8,8
juststitchyinMS,20,25,25,25,25,25,25,25
juutje,3,3,3,3,3,3,3,3
k50p50,47,49,49,49,49,47,49,49
kaamoska,1,1,1,1,1,1,1,1
kabeba,10,18,18,18,18,18,18,18
kabeltrui,1,1,1,1,1,1,1,1
kabiel,31,31,31,31,31,31,31,31
kah11,4,4,4,4,4,3,4,4
kaisah,148,154,154,154,154,152,154,154
kajnweisel,4,4,4,4,4,3,4,4
kalenramey,2,2,2,2,2,2,2,2
kamfieka,1,1,1,1,1,0,1,1
kanitter,4,6,6,6,6,6,6,6
karalianne,25,27,27,27,27,26,27,27
karen918,3,3,3,3,3,3,3,3
karenqltr,1,2,2,2,2,2,2,2
karenryan,5,5,5,5,5,5,5,5
karibjaanesgmail,17,17,17,17,17,15,17,17
karinarver,21,21,21,21,21,20,21,21
karolinabc,30,31,31,31,31,28,31,31
karoliso,3,19,19,19,19,19,19,19
karryinky,6,6,6,6,6,6,6,6
karyngoldner1,9,9,9,9,9,9,9,9
karynjarn,1,4,4,4,4,4,4,4
katbb,21,23,23,23,23,23,23,23
kate350,3,6,6,6,6,6,6,6
kateTscott,1,1,1,1,1,1,1,1
katecharles,1,1,1,1,1,1,1,1
katecrochet,8,14,13,14,14,14,14,14
katepalsrok,22,24,24,24,24,21,24,24
kateskate80,3,3,3,3,3,3,3,3
kateuwm83,0,4,4,4,4,4,4,4
katevknits,51,52,52,52,52,49,52,52
katgaj,8,12,12,12,12,10,12,12
kathleenebjordan,2,4,4,4,4,3,4,4
kathrinreinhard,8,8,8,8,8,8,8,8
kathrynsmth,1,1,1,1,1,1,1,1
kati10705,49,65,65,65,65,64,65,65
katiemoseley,0,2,2,2,2,1,2,2
katillae,1,1,1,1,1,1,1,1
katsaddiction,27,29,29,29,29,27,29,29
katwithyarn,1,3,2,3,3,2,3,3
katy8967,8,9,9,9,9,8,9,9
katyheartspeaches,4,4,4,4,4,4,4,4
katzil,11,17,17,17,17,14,17,17
kaxxie,77,109,109,109,109,103,109,109
kayberlin,31,33,33,33,33,33,33,33
kayfable,0,1,1,1,1,1,1,1
kbingel,1,1,1,1,1,1,1,1
kbr3,30,38,38,38,38,33,38,38
kccat77,6,8,8,8,8,8,8,8
kclaudine,1,2,2,2,2,2,2,2
kcplknitter,0,1,1,1,1,1,1,1
kdboss,2,2,2,2,2,2,2,2
kde116,9,11,10,11,11,11,11,11
keelyQ,21,23,23,23,23,23,23,23
keelylavern,2,72,72,72,72,68,72,72
kelestes,2,3,3,3,3,3,3,3
kellbot,86,90,90,90,90,86,90,90
kelliinkc,72,98,97,98,98,93,98,98
kellimette,1,4,4,4,4,4,4,4
kellyenlightens,3,4,4,4,4,4,4,4
kellymonster27,7,9,9,9,9,9,9,9
kelseamiller,41,47,47,47,47,46,47,47
kennyvan,1,2,2,2,2,2,2,2
kerik,2,2,2,2,2,2,2,2
kerribeth,32,62,62,62,62,61,62,62
keshirkey,1,1,1,1,1,1,1,1
kesunhk,13,17,17,17,17,15,17,17
kezerb,2,4,4,4,4,3,4,4
kgaze,11,19,17,19,19,19,19,19
kholdredge,0,1,1,1,1,1,1,1
khornbach,9,20,20,20,20,20,20,20
kickinNscreamin,76,77,77,77,77,72,77,77
kidsnurse,33,41,40,41,41,41,41,41
kiiks52,7,7,7,7,7,5,7,7
kilike,37,37,37,37,37,37,37,37
kimberlydiane,1,1,1,1,1,1,1,1
kimbert8000,0,1,1,1,1,1,1,1
kimbogirli,7,8,8,8,8,8,8,8
kimbuktu7,245,283,283,283,283,275,283,283
kindredarts,19,28,27,28,28,28,28,28
kioto888,132,133,133,133,133,132,133,133
kippiann,225,229,228,229,229,227,229,229
kirbyknitters,1,1,1,1,1,1,1,1
kiricat,1,2,2,2,2,1,2,2
kitknit,1,2,2,2,2,2,2,2
kittykatmcgee,21,26,26,26,26,24,26,26
kittykatx,1,2,2,2,2,2,2,2
kjreed,10,12,11,12,12,12,12,12
kjthomson,12,13,13,13,13,11,13,13
klandreneau,0,1,1,1,1,1,1,1
klanev,28,40,40,40,40,40,40,40
klarapushin,4,4,4,4,4,4,4,4
klbucci,82,88,88,88,88,85,88,88
klgrovey,2,2,2,2,2,2,2,2
klockjebloom,32,32,32,32,32,31,32,32
klwalden56,7,8,8,8,8,8,8,8
kmarissa,1,1,1,1,1,1,1,1
kmj44,5,6,6,6,6,6,6,6
kmonahan2126,4,4,4,4,4,4,4,4
kn1tterjw,0,1,1,1,1,1,1,1
knancy,24,29,29,29,29,27,29,29
knee634,6,12,12,12,12,12,12,12
kngfrank,17,30,30,30,30,30,30,30
knit-addict,218,230,230,230,230,226,230,230
knit2bsquare,2,2,2,2,2,2,2,2
knit54,2,9,9,9,9,8,9,9
knitandscience,1,1,1,1,1,1,1,1
knitandshine,16,89,85,89,89,75,89,89
knitbeaconsfield,46,49,49,49,49,49,49,49
knitblessings,17,35,35,35,35,34,35,35
knitcat1971,5,5,5,5,5,5,5,5
knitfits138,32,37,37,37,37,36,37,37
knitfruity,3,3,3,3,3,3,3,3
knithabiting,14,16,16,16,16,16,16,16
knitiest,10,17,17,17,17,16,17,17
knitjenious,2,9,9,9,9,8,9,9
knitkatNY,0,2,2,2,2,2,2,2
knitkick,15,19,19,19,19,19,19,19
knitmom,51,52,52,52,52,51,52,52
knitnadine,13,15,15,15,15,15,15,15
knitnbabe,44,70,69,70,70,68,70,70
knitncowgirl,5,5,5,5,5,5,5,5
knitotte,6,7,7,7,7,5,7,7
knitsalot14,1,1,1,1,1,0,1,1
knitsalsa,1,1,1,1,1,1,1,1
knittalove,0,4,4,4,4,4,4,4
knittergirl714,1,1,1,1,1,1,1,1
knitthatpuppy,18,24,24,24,24,21,24,24
knitti2013,5,6,5,6,6,6,6,6
knittinandstampin,1,1,1,1,1,1,1,1
knittingbypines,2,2,2,2,2,2,2,2
knittingcathie,11,12,12,12,12,11,12,12
knittingcentral,3,7,7,7,7,2,7,7
knittinginca,3,5,5,5,5,5,5,5
knittinginth3wild,17,82,82,82,82,69,82,82
knittingjoorg,0,2,1,2,2,2,2,2
knittingleah2,3,4,4,4,4,4,4,4
knittingtheweb,3,3,3,3,3,3,3,3
knittingwclouds,16,17,17,17,17,17,17,17
knittipina,3,3,3,3,3,3,3,3
knittykelli,1,3,3,3,3,3,3,3
knittykittyrayna,0,1,1,1,1,1,1,1
knittyknerdy,66,73,73,73,73,72,73,73
knittymarisa,70,75,75,75,75,72,75,75
knittynickee,9,9,9,9,9,9,9,9
knittyone11,38,40,40,40,40,35,40,40
knittypitty,29,31,31,31,31,30,31,31
knittysticks,135,147,147,147,147,140,147,147
knitwhipkitten,11,12,12,12,12,12,12,12
knitwit44,11,11,11,11,11,11,11,11
knitwitfrog,1,4,4,4,4,4,4,4
knobody,2,3,3,3,3,3,3,3
knotBunbury,2,2,2,2,2,2,2,2
knotSaffron,3,3,3,3,3,3,3,3
knotanitter,8,13,13,13,13,12,13,13
knottyknit,12,16,16,16,16,16,16,16
knottynicki,1,1,1,1,1,1,1,1
knottyninja,1,1,1,1,1,1,1,1
kokoknits,10,15,15,15,15,12,15,15
kokosmakrone,4,5,5,5,5,5,5,5
koma3,4,5,5,5,5,5,5,5
kooldutchlady,255,257,257,257,257,246,257,257
kovacstina,10,11,11,11,11,10,11,11
kpgo,1,1,1,1,1,1,1,1
kreyburn,3,3,3,3,3,3,3,3
krickelina,137,185,185,185,185,179,185,185
kristamastree,0,1,1,1,1,1,1,1
kristbi,6,9,9,9,9,9,9,9
kristinkirky,16,23,23,23,23,23,23,23
kristyglass,0,1,1,1,1,1,1,1
kroshay,4,4,4,4,4,4,4,4
krupabhardwaj,18,21,21,21,21,20,21,21
ksanty,73,73,73,73,73,68,73,73
kscott0606,126,130,130,130,130,116,130,130
ktloo,1,3,3,3,3,3,3,3
kuduja,5,5,5,5,5,5,5,5
kukka52,1,1,1,1,1,1,1,1
kumatamago,15,19,19,19,19,15,19,19
kwea,9,17,17,17,17,17,17,17
kwikiwiki,1,1,1,1,1,0,1,1
kwoman,5,6,6,6,6,6,6,6
kyobird,1,1,1,1,1,1,1,1
laa3902,0,1,1,1,1,1,1,1
lacimattison,12,19,19,19,19,19,19,19
lackaclaisical,10,11,11,11,11,11,11,11
ladyditx,3,3,3,3,3,2,3,3
ladyisdark,0,1,0,1,1,1,1,1
ladylaff,8,45,45,45,45,45,45,45
ladylawyer,1,1,1,1,1,1,1,1
ladyyarns745,1,10,10,10,10,10,10,10
lafleurette94,1,1,1,1,1,1,1,1
lalael,5,5,5,5,5,5,5,5
lamichaels,0,2,2,2,2,2,2,2
lammy1983,82,86,86,86,86,82,86,86
landenroad,3,3,3,3,3,3,3,3
landers76,1,1,1,1,1,1,1,1
lanide,1,2,2,2,2,2,2,2
lany,12,14,14,14,14,14,14,14
lao80,3,3,3,3,3,3,3,3
lardygirl,43,45,45,45,45,36,45,45
lariv,0,1,1,1,1,1,1,1
latis,3,4,4,4,4,4,4,4
laura83,0,1,1,1,1,1,1,1
laura923,14,27,27,27,27,27,27,27
laurabuffam,15,16,16,16,16,14,16,16
lauragdupuis,42,54,54,54,54,51,54,54
lauramanchester,7,7,7,7,7,6,7,7
laure78,40,59,59,59,59,55,59,59
laurence35saleun,2,2,2,2,2,2,2,2
laurensnlpl,41,55,55,55,55,54,55,55
laurgarza,2,2,2,2,2,1,2,2
laviles4402,0,1,1,1,1,0,1,1
lbeck,12,12,12,12,12,12,12,12
lbrands,16,19,19,19,19,18,19,19
lccund2359,6,9,9,9,9,9,9,9
lcsegal,13,15,15,15,15,15,15,15
ldejong,1,2,2,2,2,2,2,2
ldmenzer,1,1,1,1,1,1,1,1
leBonBeret,2,2,2,2,2,2,2,2
leakingink,40,47,47,47,47,47,47,47
lecorbeausix,1,2,2,2,2,2,2,2
leeleeV2,70,82,82,82,82,78,82,82
leeleetea,78,81,81,81,81,75,81,81
leftheadknitter,68,71,71,71,71,68,71,71
lemon0710,20,20,20,20,20,19,20,20
lemonblondie,86,92,92,92,92,91,92,92
lenorelung,0,1,1,1,1,1,1,1
lesleybmc,31,32,32,32,32,32,32,32
lesliedevries,12,12,12,12,12,11,12,12
lesmayhem,113,132,131,132,132,127,132,132
lettyb,59,64,64,64,64,64,64,64
levibeknitting,10,12,12,12,12,10,12,12
lewisco,5,12,12,12,12,12,12,12
libbyvine,3,7,7,7,7,7,7,7
lieslieslies,15,25,25,25,25,23,25,25
lifi,7,7,7,7,7,7,7,7
liga10000,1,1,1,1,1,1,1,1
lightguy42,17,21,21,21,21,21,21,21
likadushka,6,7,7,7,7,6,7,7
lil_soph,1,1,1,1,1,1,1,1
lildragonlady,0,1,1,1,1,1,1,1
lilgrasshopper,10,11,11,11,11,11,11,11
lillianbing,3,5,5,5,5,4,5,5
lilliejinx,8,8,8,8,8,8,8,8
lilybalm,148,150,150,150,150,150,150,150
lilyg79,3,4,4,4,4,4,4,4
lilyhammer0,3,3,3,3,3,2,3,3
lindatortorice,5,6,6,6,6,4,6,6
lindsayb418,1,2,2,2,2,2,2,2
lints,3,5,5,5,5,5,5,5
linusknits,21,25,24,25,25,24,25,25
lirona,2,3,3,3,3,3,3,3
lisah79,12,13,13,13,13,12,13,13
lisaham82,11,11,11,11,11,11,11,11
lisakay,20,27,27,27,27,25,27,27
liseknits,1,1,1,1,1,1,1,1
lissou,2,3,3,3,3,2,3,3
little-green,0,3,3,3,3,3,3,3
littlebever,3,4,4,4,4,4,4,4
littleblessings,2,8,8,8,8,4,8,8
littlecatfeet,92,103,103,103,103,101,103,103
littlelib,38,55,55,55,55,54,55,55
littlemrsbossy,10,13,13,13,13,13,13,13
littleone,3,5,5,5,5,5,5,5
littlerobynred,45,73,73,73,73,69,73,73
liveslow,1,1,1,1,1,0,1,1
livingloops,2,2,2,2,2,2,2,2
livnletlrn,82,82,82,82,82,81,82,82
lizbot,34,40,40,40,40,39,40,40
lizshegan,2,2,2,2,2,2,2,2
ljp,45,46,46,46,46,42,46,46
ljpenner,14,14,14,14,14,13,14,14
lkm73,13,13,13,13,13,10,13,13
llenadevida900,9,9,9,9,9,9,9,9
lmg1091,1,1,1,1,1,1,1,1
lmsloman,6,11,11,11,11,11,11,11
lnewnam,147,149,149,149,149,129,149,149
lobby62,16,19,19,19,19,17,19,19
lobostokes,1,1,1,1,1,1,1,1
lobsterhug,9,12,12,12,12,12,12,12
loftusjh,2,2,2,2,2,2,2,2
loissusan,41,41,41,41,41,39,41,41
lokeando,8,12,12,12,12,12,12,12
lonchen,0,1,1,1,1,0,1,1
lonestarstreet,3,3,3,3,3,3,3,3
lopezboop,3,6,6,6,6,6,6,6
loribild,23,24,24,24,24,23,24,24
lostnfound,39,53,53,53,53,52,53,53
lottajo,90,97,97,97,97,92,97,97
lotusblossom1111,5,5,5,5,5,5,5,5
louisajohanna,0,1,1,1,1,1,1,1
loulou41,1,2,2,2,2,2,2,2
lourdi046,54,66,66,66,66,63,66,66
louseey,1,1,1,1,1,1,1,1
lovaknit,1,1,1,1,1,1,1,1
lovelyrita07,1,1,1,1,1,0,1,1
lovescott,59,64,64,64,64,63,64,64
lovisalag,2,3,3,3,3,3,3,3
lpettie,0,3,3,3,3,3,3,3
lshep0818,3,6,6,6,6,6,6,6
ltp271,1,1,1,1,1,1,1,1
luccatucker,9,9,9,9,9,5,9,9
lucette,155,159,159,159,159,142,159,159
luciabaroni,4,10,10,10,10,9,10,10
lucindabooth,1,1,1,1,1,1,1,1
lucy10,12,22,22,22,22,21,22,22
lucyeg,4,6,6,6,6,5,6,6
lucyknitz,1,1,1,1,1,1,1,1
lugreen,0,1,1,1,1,1,1,1
luitejedora,1,1,1,1,1,1,1,1
lulabo,1,1,1,1,1,1,1,1
luna13,1,2,2,2,2,2,2,2
lundquist,5,5,5,5,5,5,5,5
luvbg89,30,39,39,39,39,39,39,39
luvstoknit2,0,1,1,1,1,1,1,1
lux2night,397,412,412,412,412,386,412,412
lydee,1,2,2,2,2,2,2,2
